msa,qc,qcb,qca,qcf
31460,3.25,2,3.25,34.5
31540,6.0,5.0,6.0,29.0
31700,6.0,5.5,6.0,22.5
31740,10.0,9.5,10.0,47.25
31860,8.0,4.0,8.0,26.75
31900,14.5,10.75,15.75,31.75
32580,7.5,7.0,7.75,22.0
32780,11.25,4.5,11.5,22.5
32820,7.5,2.75,7.75,20.75
32900,2,2,2,29.25
33100,5.25,4.25,5.75,12.25
33140,7.5,5.5,7.5,25.5
33220,11.0,10.25,11.0,24.25
33260,11.75,7.25,7.25,41.25
33340,6.0,5.5,7.25,15.0
33460,5.5,5.25,5.75,13.0
33540,10.5,7.0,10.5,29.75
33660,8.0,7.5,11.25,35.25
33700,5.25,4.75,6.0,16.25
33740,10.25,10.0,10.25,49.75
33780,5.25,3.5,5.25,36.75
33860,8.75,7.75,8.75,35.5
34060,6.75,5.0,6.75,31.0
34100,13.5,10.0,13.5,32.25
34580,9.0,8.75,9.0,27.25
34620,11.0,10.25,4.75,26.0
34740,8.0,6.75,8.0,32.0
34820,7.5,6.75,7.5,30.0
34900,4.0,3.0,4.0,24.75
34940,8.5,7.75,6.5,57.0
34980,7.25,6.25,7.25,24.25
35100,8.0,3.75,8.0,32.0
35300,6.25,5.75,6.25,20.5
35380,4.5,4.25,6.5,17.75
35620,6.75,6.5,7.75,8.75
35660,6.75,5.0,7.25,27.5
35840,5.5,4.75,6.5,21.25
35980,6.75,3.75,6.75,33.25
36100,5.75,2.75,8.0,37.0
36140,8.5,6.75,8.5,26.5
36220,10.25,9.25,10.75,24.25
36260,7.0,5.25,5.25,20.75
36420,7.75,6.5,9.25,20.25
36500,8.0,5.5,8.0,22.75
36540,5.25,3.25,5.25,21.75
36740,7.0,6.5,7.0,19.75
36780,5.25,4.5,7.25,26.25
36980,7.5,2,7.5,36.0
37100,3.75,2,3.75,16.0
37340,9.25,6.0,6.0,24.75
37460,9.0,7.0,9.0,21.5
37620,9.75,9.5,9.75,34.5
37860,6.0,4.5,6.0,27.25
37900,8.0,7.0,8.0,33.5
37980,5.0,4.5,6.5,9.75
38060,5.25,4.75,5.5,11.0
38220,9.25,6.0,12.75,50.5
38300,6.75,5.0,7.25,20.25
38340,6.5,4.75,8.25,26.25
38540,14.0,11.0,8.25,34.25
38860,4.25,2,4.25,24.5
38900,6.0,5.0,6.25,12.5
38940,7.75,7.0,7.75,22.25
39100,2.5,2,2.5,20.5
39150,7.5,7.0,7.5,33.75
39300,5.75,5.0,6.25,15.75
39340,8.25,7.5,6.25,32.5
39380,8.75,7.0,8.75,38.5
39460,5.0,2,5.0,35.0
39540,4.5,2.75,4.5,34.5
39580,6.5,5.0,6.5,21.5
39660,11.75,5.75,12.25,30.75
39740,8.75,7.25,8.75,21.0
39820,8.5,3.75,3.75,41.0
39900,8.25,7.25,8.25,16.5
40060,5.0,2,5.0,21.5
40140,3.5,3.0,3.5,12.0
40220,5.75,2,5.75,31.25
40340,8.5,5.5,8.5,52.0
40380,5.5,5.25,7.75,20.0
40420,7.25,7.0,9.75,22.75
40580,9.5,4.5,9.5,35.5
40660,16.0,12.0,17.75,31.5
40900,5.25,4.75,5.25,13.25
40980,7.25,6.75,7.25,30.75
41060,10.5,9.5,10.5,34.0
41100,7.5,6.25,7.75,36.0
41140,9.5,8.25,12.0,40.5
41180,6.5,4.25,6.5,15.25
41420,6.25,4.25,4.75,22.0
41500,7.75,6.75,7.75,22.75
41540,5.75,4.25,5.75,23.75
41620,7.5,6.75,6.75,18.75
41660,10.25,9.0,10.25,27.75
41700,6.5,6.25,6.5,23.0
41740,5.75,4.75,5.75,12.25
41860,5.0,3.25,5.25,10.5
41940,3.75,3.5,4.25,15.25
42020,6.75,6.5,7.0,29.0
42100,5.0,4.25,5.0,17.0
42140,2,2,2,27.25
42200,3.0,2,3.0,17.25
42220,4.75,4.0,4.75,20.0
42340,8.25,6.75,8.25,28.25
42540,7.75,6.25,7.75,23.5
42660,6.0,3.75,6.5,11.5
42680,7.0,2,7.0,22.75
42700,10.0,8.75,10.0,33.25
43100,7.5,2,7.5,31.0
43300,12.5,9.5,12.5,41.0
43340,9.0,6.75,9.0,28.75
43420,3.25,2,3.25,50.5
43580,11.5,10.5,12.75,44.25
43620,11.0,8.5,15.5,52.25
43780,8.25,7.75,8.5,22.5
43900,8.25,7.75,8.25,35.25
44060,7.0,6.0,7.75,24.0
44100,9.25,7.0,9.25,39.75
44140,5.0,2,6.25,20.0
44180,6.25,6.0,6.75,36.5
44220,7.0,2,7.0,27.25
44300,9.75,2.75,2.75,31.5
44700,3.75,3.0,4.0,21.25
44940,9.0,7.75,9.0,34.0
45060,5.75,5.5,5.75,24.25
45220,6.0,5.0,5.0,27.75
45300,5.25,5.0,5.75,11.25
45460,9.75,9.25,9.75,53.0
45500,13.5,9.75,13.5,45.25
45540,5.25,2,5.25,28.5
45780,7.0,6.5,7.25,21.75
45820,10.0,7.0,10.0,50.25
45940,5.0,4.0,5.0,20.5
46060,4.75,4.5,5.0,14.5
46140,6.25,5.25,8.25,30.0
46220,12.5,10.0,12.5,50.0
46300,12.75,9.75,12.75,45.75
46340,9.0,8.25,9.0,38.0
46540,8.75,8.5,8.75,28.25
46660,10.25,8.5,10.25,34.75
46700,4.0,3.0,4.0,20.75
47020,8.75,2,8.75,34.0
47220,9.5,8.5,11.25,32.5
47260,5.75,3.5,5.75,18.5
47300,6.25,5.0,7.25,17.75
47380,10.0,7.0,7.0,37.5
47460,10.75,2,12.0,18.5
47580,14.5,11.75,14.5,28.75
47900,4.25,3.5,4.5,13.25
47940,12.25,11.75,12.25,56.25
48060,13.5,8.75,8.75,32.0
48140,10.75,6.0,6.75,35.25
48260,7.0,2,7.0,34.5
48300,11.0,10.5,11.0,35.0
48540,8.0,6.75,9.5,39.75
48620,8.0,7.5,8.25,31.25
48660,12.5,9.25,14.25,62.5
48700,11.0,8.25,11.0,41.75
48900,9.25,5.0,10.25,27.75
49020,4.75,2,4.75,33.0
49180,8.5,7.5,8.5,22.0
49340,5.25,4.25,5.5,16.5
49420,8.0,7.25,8.0,27.0
49620,7.75,4.0,4.0,22.0
49660,8.0,4.5,9.75,25.25
49700,7.75,7.0,8.5,23.25
49740,5.75,5.25,7.0,62.25
