msa,qc,qcb,qca,qcf
24580,9.25,7.5,9.25,25.25
24660,6.25,5.75,6.5,25.5
24780,9.0,8.25,9.0,56.25
24860,8.25,6.75,8.5,22.25
25060,11.0,9.25,11.0,30.5
25180,8.25,7.75,8.25,33.25
25220,13.0,12.0,13.0,38.25
25260,6.5,5.75,6.5,44.0
25420,4.75,4.0,4.75,22.0
25540,6.0,4.75,6.0,17.0
25620,10.0,9.0,11.0,33.5
25860,9.5,6.75,6.75,25.75
25940,7.0,6.0,7.5,26.25
25980,11.5,6.25,11.5,38.25
26140,8.5,4.75,8.75,30.25
26300,13.0,10.0,10.0,29.25
26380,8.75,8.5,8.75,78.25
26420,6.25,5.5,6.25,13.5
26580,7.5,7.0,7.5,31.75
26620,7.75,6.75,7.75,28.75
26820,14.0,10.0,2.5,40.25
26900,7.75,6.0,9.0,26.75
26980,6.5,2.0,6.5,37.0
27060,7.0,4.75,7.25,43.5
27100,9.0,6.25,9.0,27.0
27140,7.0,5.75,8.75,32.25
27180,12.25,10.75,12.75,40.25
27260,4.25,3.0,4.25,21.5
27340,10.5,7.5,8.0,33.5
27500,8.0,7.75,8.0,25.25
27620,8.25,7.0,8.25,45.5
27740,7.75,7.0,7.75,38.0
27780,10.25,8.25,10.25,31.25
27860,8.0,2.0,11.25,57.25
27900,7.5,3.0,7.5,33.25
28020,7.25,5.25,7.25,19.5
28100,12.75,9.5,9.75,31.0
28140,5.75,5.5,6.5,20.0
28420,8.5,7.75,8.5,31.75
28660,6.75,5.25,6.75,36.25
28700,9.25,8.5,9.25,34.0
28740,3.5,2.0,3.5,32.75
28940,9.5,7.25,7.25,26.25
29020,12.0,10.75,13.25,25.0
29100,11.5,8.25,11.5,53.75
29180,9.0,8.0,9.5,30.25
29200,8.25,8.0,8.75,31.75
29340,7.25,7.0,7.25,37.0
29420,5.0,2.0,5.25,39.5
29460,7.0,6.25,7.0,19.0
29540,8.75,7.25,8.75,16.5
29620,6.0,5.75,6.25,20.5
29700,7.75,7.5,7.75,31.5
29740,8.5,3.25,4.25,33.25
29820,5.0,4.75,5.5,15.0
29940,7.25,5.25,8.25,32.0
30020,11.0,8.75,11.0,43.5
30140,7.25,5.25,7.25,27.0
30300,13.25,2.0,2.0,28.75
30340,11.5,4.5,4.5,32.25
30460,6.75,2.0,7.5,30.25
30620,8.75,7.5,8.75,29.25
30700,7.5,7.25,7.75,35.0
30780,7.0,6.75,7.0,33.0
30860,10.5,8.5,11.25,33.0
30980,8.75,8.5,8.75,32.75
31020,5.5,4.0,5.5,27.25
31080,4.5,4.25,4.5,8.25
31140,4.25,3.25,4.25,22.25
31180,6.5,3.5,6.75,24.25
31340,4.25,4.0,4.25,35.25
31420,6.75,6.25,6.75,45.0
31460,2.25,2.0,2.25,33.5
31540,6.0,5.5,6.0,29.75
31700,5.75,2.5,5.75,19.0
31740,5.5,4.75,5.5,40.0
31860,8.75,3.5,3.5,34.25
31900,9.5,4.0,9.5,26.75
32580,7.0,6.0,7.75,20.0
32780,9.75,8.75,9.75,28.25
32820,7.75,7.25,8.0,20.75
32900,2.0,2.0,2.0,28.0
33100,4.75,4.5,4.75,10.5
33140,6.5,4.75,6.5,24.75
33220,8.75,2.75,10.0,21.5
33260,9.5,9.25,9.75,39.25
33340,5.25,4.5,5.25,14.0
33460,6.25,5.5,6.75,12.0
33540,12.25,6.75,6.75,32.0
33660,8.25,5.75,8.75,34.0
33700,5.75,5.5,5.75,19.25
33740,10.5,10.25,10.5,50.75
33780,6.25,3.5,6.25,22.25
33860,9.75,8.25,9.75,32.75
34060,5.25,2.0,5.25,31.25
34100,14.5,10.75,4.0,34.75
34580,9.0,3.0,9.0,28.25
34620,8.25,7.75,8.25,23.25
34740,7.25,5.75,7.25,35.75
34820,6.5,2.75,6.5,24.5
34900,6.0,3.75,2.25,23.0
34940,5.75,5.25,7.5,51.0
34980,6.25,4.0,6.25,24.75
35100,8.25,3.0,8.75,28.75
35300,7.0,5.0,7.0,20.75
35380,3.5,3.25,3.5,15.5
35620,6.75,6.5,6.75,9.0
35660,4.5,4.0,4.5,25.75
35840,5.25,3.0,6.0,16.75
35980,7.0,6.0,7.0,37.5
36100,6.0,5.5,3.25,27.5
36140,7.5,2.0,7.5,31.25
36220,7.5,7.25,8.0,21.0
36260,8.0,6.0,8.25,20.75
36420,6.25,6.0,6.25,19.75
36500,6.5,5.0,6.5,25.0
36540,4.75,2.75,8.0,19.0
36740,7.0,6.5,7.0,17.75
36780,6.0,4.25,4.25,27.5
36980,8.5,7.5,8.5,35.0
37100,5.0,4.25,6.25,15.0
37340,6.25,4.5,6.25,22.0
37460,9.25,8.0,9.25,19.75
37620,10.0,7.75,10.0,28.25
37860,5.0,4.5,5.0,28.25
37900,7.25,6.25,7.25,29.5
37980,5.0,4.75,5.75,9.0
38060,4.25,3.5,4.25,9.5
38220,9.75,6.75,11.25,50.0
38300,6.75,6.25,7.5,20.25
38340,6.25,3.0,9.0,27.0
38540,7.5,5.25,8.0,31.75
38860,4.75,2.0,9.25,24.0
38900,5.25,2.75,5.25,12.25
38940,5.25,4.5,5.25,21.25
39100,5.25,4.0,5.25,20.25
39150,8.25,4.25,8.25,30.75
39300,5.5,3.75,7.0,16.5
39340,7.25,5.0,8.0,28.0
39380,12.0,8.5,12.0,34.25
39460,5.75,2.0,5.75,20.0
39540,5.0,4.5,5.0,37.0
39580,5.25,5.0,5.25,20.5
39660,12.75,7.75,8.25,31.75
39740,7.5,6.5,7.75,19.5
39820,8.0,4.5,5.0,48.5
39900,7.0,6.5,2.0,15.5
40060,5.0,4.75,5.0,17.75
40140,6.0,2.75,2.75,11.75
40220,5.75,5.5,5.75,33.75
40340,8.5,7.0,2.0,58.5
40380,6.0,5.75,6.0,18.25
40420,7.25,6.25,7.25,23.25
40580,9.5,5.0,9.5,39.25
40660,15.5,13.75,15.5,29.0
40900,4.5,3.0,5.25,13.0
40980,8.5,8.0,8.5,30.25
41060,10.0,8.5,11.0,35.25
41100,8.0,4.25,8.0,36.0
41140,10.75,7.75,11.25,43.25
41180,6.0,5.75,6.0,13.75
41420,5.75,5.25,6.0,22.5
41500,7.75,6.25,7.75,22.25
41540,6.25,5.5,6.25,25.0
41620,7.0,6.25,7.0,18.0
41660,10.0,9.5,10.0,21.5
41700,7.0,6.5,7.5,21.5
41740,6.25,5.5,6.5,12.0
41860,4.0,3.5,4.5,11.0
41940,4.75,4.25,4.75,15.5
42020,5.25,4.25,5.75,26.5
42100,3.5,3.0,3.75,18.0
42140,5.75,2.0,2.0,24.75
42200,3.75,3.0,3.75,17.75
42220,4.25,4.0,4.5,21.25
42340,8.25,6.75,8.25,28.0
42540,9.0,6.5,9.5,24.0
42660,7.0,6.0,7.0,12.5
42680,7.0,5.75,7.0,22.25
42700,7.5,2.0,9.5,32.25
43100,9.25,6.25,9.5,29.5
43300,12.5,11.25,12.5,37.75
43340,8.5,7.0,8.5,28.5
43420,2.75,2.0,4.0,49.0
43580,11.5,11.25,12.0,41.0
43620,10.25,9.25,10.5,50.25
43780,6.75,4.0,6.75,23.5
43900,8.0,6.25,8.0,30.25
44060,6.0,4.5,6.0,27.75
44100,7.25,6.75,7.25,31.75
44140,6.5,5.75,6.75,20.25
44180,8.0,7.75,9.0,35.5
44220,6.75,2.5,8.0,30.25
44300,8.25,6.5,8.25,52.0
44700,5.0,4.75,5.0,18.5
44940,8.25,8.0,8.25,29.75
45060,6.5,5.25,6.5,22.5
45220,6.75,6.5,6.75,26.0
45300,5.0,4.25,5.0,10.5
45460,9.75,9.25,9.75,41.5
45500,13.0,7.0,7.0,43.0
45540,4.75,2.0,4.75,35.25
45780,7.25,6.75,8.5,20.0
45820,9.75,9.0,9.0,48.5
45940,6.0,5.25,6.0,23.75
46060,5.0,3.75,5.0,13.25
46140,6.75,6.0,8.25,27.75
46220,9.0,8.5,9.25,37.75
46300,12.75,11.25,11.25,33.5
46340,9.25,7.5,9.75,34.5
46540,7.75,6.75,7.75,28.25
46660,9.25,2.25,9.25,36.0
46700,3.0,2.0,3.0,27.0
47020,7.0,2.0,7.0,28.25
47220,8.75,7.75,8.75,21.0
47260,4.25,2.75,4.25,17.75
47300,5.25,4.5,7.25,17.0
47380,11.5,9.5,9.5,37.25
47460,10.5,2.0,2.0,29.25
47580,13.0,7.5,7.5,24.75
47900,4.75,4.5,4.75,11.25
47940,13.0,12.0,13.0,52.75
48060,10.0,9.5,10.0,27.75
48140,8.25,3.75,3.75,39.25
48260,5.0,4.0,5.0,33.5
48300,5.25,2.0,5.25,37.75
48540,10.0,9.25,10.0,32.5
48620,7.0,5.25,7.0,29.75
48660,13.25,12.75,13.25,49.75
48700,11.5,5.25,5.25,54.5
48900,7.25,6.0,8.5,30.25
49020,4.5,4.25,4.5,27.25
49180,7.75,6.0,7.75,22.25
49340,4.75,4.5,5.0,18.5
49420,6.5,2.0,8.5,24.25
49620,7.5,4.25,4.25,20.25
49660,7.0,4.0,8.25,23.75
49700,6.25,6.0,6.25,26.25
49740,7.25,5.75,8.5,61.25
