msa,qc,qcb,qca,qcf
27060,16.25,9.5,9.5,83.25
27100,10.25,8.75,10.25,29.75
27140,7.0,4.5,7.25,34.25
27180,14.5,12.0,12.0,48.0
27260,7.0,6.75,7.25,26.75
27340,6.75,2,6.75,39.75
27500,11.0,10.25,11.75,50.25
27620,8.5,2,8.5,49.75
27740,9.0,7.5,11.25,56.75
27780,7.5,2.25,7.5,46.25
27860,9.0,2,9.0,59.25
27900,10.75,8.25,8.25,42.5
28020,8.0,7.0,8.25,43.0
28100,10.25,8.25,8.25,37.5
28140,7.0,6.75,7.0,22.0
28420,9.25,9.0,9.25,53.5
28660,7.0,4.5,7.75,45.5
28700,9.25,2,9.25,43.5
28740,8.0,5.75,5.75,83.0
28940,7.0,5.5,9.0,37.75
29020,15.0,13.0,15.0,33.5
29100,12.75,8.75,8.75,54.75
29180,8.25,2,8.25,35.5
29200,11.0,8.5,8.5,78.25
29340,7.5,2,7.5,38.25
29420,5.75,2,5.75,54.25
29460,6.5,4.0,6.5,24.0
29540,6.75,2,6.75,24.5
29620,7.5,7.25,7.5,24.5
29700,13.25,12.0,13.25,48.5
29740,2,2,2,42.75
29820,8.25,6.25,8.25,21.75
29940,11.75,11.0,12.5,74.75
30020,13.0,12.75,13.0,64.75
30140,11.5,8.75,8.75,30.5
30300,14.25,13.5,14.25,30.0
30340,5.75,2,5.75,31.75
30460,7.25,5.75,7.25,49.0
30620,13.25,7.0,14.0,35.0
30700,10.5,10.25,11.75,53.0
30780,7.75,6.5,9.0,35.75
30860,12.25,8.0,8.0,36.5
30980,8.75,2,8.75,33.0
31020,8.25,2,8.25,47.75
31080,7.75,7.0,7.75,13.0
31140,5.25,2,5.25,25.25
31180,10.5,6.75,6.75,73.0
31340,3.5,2,3.5,49.75
31420,10.5,10.25,15.25,52.75
31460,2,2,2,41.5
31540,9.5,7.25,4.5,43.75
31700,9.25,7.75,9.25,36.5
31740,6.75,5.5,6.75,68.25
31860,13.75,8.75,13.75,43.25
31900,17.25,13.5,13.5,33.0
32580,11.5,10.5,11.75,31.5
32780,13.25,12.0,5.75,38.75
32820,7.75,4.25,4.75,22.5
32900,2,2,2,36.25
33100,6.75,6.5,6.75,17.0
33140,7.75,5.75,7.75,41.5
33220,14.75,9.0,9.0,23.25
33260,11.0,7.5,11.0,37.5
33340,6.25,5.0,7.75,21.25
33460,6.75,6.5,6.75,14.75
33540,15.75,13.0,15.75,40.25
33660,9.75,8.0,11.25,45.75
33700,8.5,7.25,9.0,24.25
33740,11.75,8.5,11.75,54.0
33780,7.25,2,7.25,53.5
33860,9.5,7.75,9.5,39.25
34060,7.5,2,7.5,67.25
34100,14.0,13.75,14.0,33.0
34580,12.75,10.5,15.0,29.5
34620,9.75,7.0,10.0,28.5
34740,9.25,9.0,9.25,34.5
34820,7.5,2,7.5,32.0
34900,11.5,9.25,5.0,37.0
34940,8.0,5.75,6.5,51.25
34980,7.0,6.5,7.0,29.25
35100,8.25,2,8.25,41.0
35300,7.5,7.25,8.25,24.75
35380,5.25,2.5,7.0,21.0
35620,7.0,5.75,8.75,12.5
35660,5.25,2,5.25,45.5
35840,7.5,6.0,4.25,23.25
35980,11.0,9.0,11.5,48.25
36100,11.75,5.5,5.5,30.75
36140,5.5,4.5,6.5,39.0
36220,12.5,9.0,13.25,22.5
36260,9.25,8.0,9.25,26.5
36420,9.0,7.0,9.75,25.25
36500,8.5,5.0,8.5,31.75
36540,9.0,8.75,9.25,24.75
36740,8.75,7.25,8.75,23.25
36780,4.75,3.25,4.75,60.5
36980,7.25,2,7.25,46.25
37100,5.0,2,5.0,26.0
37340,8.25,7.25,8.25,24.0
37460,11.0,7.75,11.0,43.25
37620,13.25,11.75,13.25,33.5
37860,7.0,4.75,7.0,33.0
37900,11.0,10.25,11.0,38.0
37980,6.75,6.25,7.25,15.0
38060,7.5,7.0,7.5,13.5
38220,14.75,12.25,11.25,58.75
38300,8.75,7.75,8.75,21.0
38340,8.5,4.5,11.5,81.75
38540,13.5,7.75,14.0,42.5
38860,8.0,4.25,4.25,34.0
38900,7.25,6.5,7.25,18.5
38940,9.0,6.5,9.0,47.75
39100,9.75,7.75,7.75,24.0
39150,7.5,5.75,7.5,34.5
39300,7.0,6.5,7.0,21.25
39340,11.0,9.25,11.25,66.75
39380,12.0,11.0,12.0,52.5
39460,5.5,2,5.5,31.0
39540,5.25,2,5.25,40.0
39580,8.75,8.5,9.25,30.5
39660,12.75,8.75,12.75,32.75
39740,6.75,2,6.75,29.25
39820,10.25,8.0,11.5,47.25
39900,9.5,9.25,9.75,30.75
40060,6.0,2.75,6.0,27.0
40140,7.25,7.0,8.5,16.0
40220,8.0,7.5,9.25,47.5
40340,6.25,4.75,6.25,71.0
40380,9.25,6.5,9.5,23.75
40420,10.0,9.25,6.25,30.0
40580,13.5,9.75,14.25,31.0
40660,17.25,14.25,17.25,36.75
40900,7.75,6.0,2,25.5
40980,9.5,8.75,9.75,40.0
41060,10.25,8.75,10.25,69.0
41100,8.0,2,8.0,39.75
41140,12.5,10.25,12.5,41.75
41180,8.5,7.0,8.75,17.0
41420,4.5,3.0,4.5,30.0
41500,7.0,3.5,7.0,28.75
41540,10.25,9.0,10.25,34.5
41620,7.75,5.75,7.75,20.75
41660,13.75,12.75,13.75,32.75
41700,8.25,7.75,8.5,24.25
41740,7.75,6.0,7.75,15.75
41860,7.25,4.5,7.25,17.5
41940,7.5,6.5,7.5,19.5
42020,9.0,8.0,9.0,65.5
42100,7.0,4.75,9.25,47.0
42140,6.75,2,6.75,27.75
42200,7.5,2,7.5,50.75
42220,6.5,6.0,6.5,26.5
42340,10.0,7.0,10.25,36.5
42540,8.0,4.25,8.0,30.5
42660,8.25,6.5,8.75,15.0
42680,9.0,7.75,9.0,37.25
42700,9.5,2,9.5,36.0
43100,13.0,9.5,13.0,51.75
43300,11.0,8.75,8.75,39.75
43340,11.25,9.75,11.25,31.25
43420,3.5,2,3.5,54.75
43580,15.25,13.5,15.25,49.5
43620,11.5,10.25,11.5,55.5
43780,9.0,4.5,9.75,26.75
43900,9.25,8.0,9.5,37.0
44060,8.0,6.0,8.0,33.25
44100,8.5,8.0,8.5,42.5
44140,10.25,8.25,2,35.75
44180,10.0,9.25,10.0,39.75
44220,9.75,2,9.75,32.5
44300,13.5,10.25,6.0,50.25
44700,6.25,6.0,6.5,30.25
44940,9.0,2,9.0,48.25
45060,9.75,7.25,9.75,34.5
45220,11.0,4.75,7.5,76.0
45300,7.5,6.75,8.0,14.25
45460,10.75,8.5,8.5,65.25
45500,14.25,9.0,9.75,49.0
45540,4.75,2,4.75,27.5
45780,9.25,7.75,9.25,28.0
45820,10.0,7.75,8.25,61.0
45940,8.25,5.75,8.25,63.0
46060,6.75,6.25,6.75,30.75
46140,9.75,8.5,11.0,28.5
46220,12.75,10.5,13.0,81.25
46300,13.0,7.75,13.0,36.0
46340,8.5,7.75,8.5,50.5
46540,9.0,8.25,8.25,41.25
46660,11.25,8.75,13.75,43.5
46700,10.0,9.5,10.0,29.25
47020,9.5,2,9.5,34.5
47220,11.25,10.0,11.25,51.0
47260,6.75,4.25,7.0,21.0
47300,6.25,4.5,6.25,25.75
47380,8.75,5.5,5.5,70.5
47460,11.5,11.25,13.0,40.5
47580,13.0,8.25,7.5,40.75
47900,7.75,7.25,7.75,14.25
47940,13.5,9.25,13.5,55.5
48060,14.0,13.5,14.0,61.0
48140,12.25,6.0,6.0,39.25
48260,6.25,2,6.25,59.5
48300,6.75,2,6.75,39.75
48540,10.5,10.25,10.5,38.25
48620,9.0,8.0,9.75,36.75
48660,11.75,11.25,17.0,49.75
48700,13.5,7.0,7.0,48.5
48900,9.75,9.0,9.75,40.25
49020,6.25,2,6.25,36.5
49180,9.75,6.5,6.5,29.0
49340,6.75,6.25,7.0,20.5
49420,5.0,2,5.0,31.75
49620,9.75,8.0,3.5,28.25
49660,7.25,2.75,8.0,34.25
49700,9.25,7.25,7.25,40.25
49740,8.25,6.5,11.25,53.0
