msa,qc,qcb,qca,qcf
44220,8.75,4.75,10.75,25.5
44300,9.75,4.0,4.0,61.5
44700,4.25,2.0,4.25,27.5
44940,8.25,3.25,8.25,45.0
45060,6.25,6.0,7.25,30.25
45220,10.25,7.5,5.5,81.0
45300,5.0,3.75,6.75,12.75
45460,9.5,5.75,5.75,75.25
45500,15.0,8.0,8.0,53.0
45540,4.75,2.0,4.75,28.75
45780,7.25,6.75,7.25,25.75
45820,8.5,7.0,8.5,51.0
45940,5.5,4.75,5.5,58.75
46060,6.25,5.5,6.25,29.0
46140,8.25,6.25,6.75,26.0
46220,12.0,9.0,9.0,81.5
46300,12.75,9.25,9.25,51.5
46340,8.25,8.0,8.25,41.25
46540,7.5,5.75,8.75,32.5
46660,10.75,8.0,12.25,39.0
46700,7.5,2.5,8.75,34.0
47020,9.0,2.0,9.5,38.75
47220,9.25,6.0,9.25,39.5
47260,5.75,3.25,5.75,20.25
47300,5.25,3.5,5.25,27.0
47380,8.75,4.75,4.75,80.25
47460,12.5,11.5,2.0,32.75
47580,9.5,7.25,9.5,31.0
47900,5.0,4.25,5.0,12.75
47940,15.75,9.0,9.25,57.0
48060,10.0,7.25,10.0,37.5
48140,8.5,3.75,3.75,40.5
48260,5.25,3.0,5.25,48.25
48300,3.75,2.0,3.75,42.75
48540,8.0,6.75,8.0,37.25
48620,8.0,5.75,5.75,29.0
48660,10.25,8.0,10.25,58.5
48700,12.25,7.0,7.0,36.25
48900,10.75,10.5,11.0,39.25
49020,4.5,3.5,4.5,31.75
49180,7.75,6.5,8.0,24.25
49340,5.0,4.0,5.25,18.5
49420,6.75,6.5,6.75,35.5
49620,9.75,8.25,4.0,21.5
49660,7.75,2.75,7.75,26.0
49700,7.75,7.5,7.75,42.5
49740,7.5,7.25,8.25,31.0
